airbnbHostId,hostListingCount,superhost
115251183,2,
157241687,1,
77834465,1,
255913468,1,
1936434,15,
149203079,2,
288743418,135,
185783910,45,
66425335,1,
279001183,736,
254427140,5,
26768480,3,
12440693,1,
5893273,28200063,
142755870,1,
163553018,9,
50034341,2,
158872444,4,
47288348,3,
7065972,1,
237923279,5,
22643524,2,
200303151,7,
97616,1,
30626488,1,
23501948,3,
152375469,2,
2450066,96,
49043993,1,
30570449,2,
51685133,8,
154618936,0,
91961414,58,
38651666,1,
285144090,8,
15739069,120,
76024150,1,
2450066,96,
67873208,1,
308018824,10,
47943619,3,
16979050,0,
34473806,19,
125590978,10,
17943408,4,
91961414,58,
185783910,39,
221042681,7,
1493019,7,
1261500,5,
98774646,1,
43670757,1,
64838426,1,
25288642,1,
111859963,1,
8723870,1,
181860766,6,
41605807,2,
53874311,2,
48805137,2,
67287214,13,
17237792,6,
301753450,117,
226913216,1,
225294487,12,
475196347,65,
342493464,1,
44539333,3,
279001183,736,
270639082,6,
1645567,1,
70570922,45,
188286220,3,
22698637,1,
237335836,11,
340412410,3,
256161584,10,
301172930,3,
210277868,1,
12402075,4,
42440269,20,
219737837,6,
51685133,8,
301753450,117,
92779512,27,
97306767,1,
5144857,1,
106058091,1,
185783910,39,
44628208,2,
318838419,10,
254427140,5,
15739069,120,
3203717,2,
21822330,3,
308018824,10,
253369797,2,
66530534,1,
302077813,13,
72033908,2,
296620182,46,
34622047,1,
256161584,10,
42440269,18,
239846720,4,
46993372,1,
32007666,2,
33325403,16,
10007090,3,
2577380,1,
11987452,1,
1835060,1,
254427140,5,
56389176,1,
31616519,1,
109652147,1,
229156319,3,
93459894,4,
167340072,14,
102653704,1,
30941010,1,
32173242,0,
4185654,2,
3253429,1,
91931192,24,
368967155,2,
33325403,16,
5215877,46,
775624,2,
338022273,7,
48015044,37,
302077813,13,
17581508,1,
279001183,736,
34473806,19,
108083073,46,
191986417,6,
298206262,8,
326403594,9,
17386186,3,
21783619,1,
272130295,41,
21538589,4,
17714205,16,
50798708,13,
22421477,3,
40736501,2,
219612559,10,
151030999,4,
218145783,1,
262103626,3,
219737837,6,
455616,2,
210831839,4,
283498077,25,
206286918,4,
51166872,16,
9585895,2,
106476970,7,
21151187,25,
36077458,1,
36102806,1,
229925439,3,
4995302,4,
43893600,1,
129361793,8,
270132187,41,
5215877,46,
191986417,6,
341829844,2,
22778273,2,
2450066,96,
9315768,4,
279001183,736,
148607219,31,
88800829,6,
363560512,1,
15739069,120,
403602564,2,
184557824,4,
81085555,2,
270132187,41,
108083073,46,
144935272,4,
21343886,1,
108083073,46,
9182280,4,
288743418,135,
1526109,1,
44641922,1,
335974530,4,
100724268,11,
15739069,120,
407392360,42,
15739069,120,
6783570,2,
376464449,9,
29964589,0,
116794900,2,
288743418,135,
283073427,3,
70590880,6,
167498543,3,
32483420,2,
33889567,2,
290937658,1,
335974530,4,
15739069,120,
237335836,11,
245024774,3,
25409117,1,
292060789,18,
25473683,1,
163277099,9,
54883173,1,
9502222,2,
42440269,18,
283498077,25,
13791976,1,
1699522,1,
363219182,0,
404426599,2,
283498077,25,
225294487,12,
68814782,2,
145764204,1,
39008867,2,
108940826,1,
22238002,1,
97470733,6,
148116197,1,
34473806,19,
5169464,1,
1936434,15,
15885982,10,
141206334,1,
407392360,42,
3276177,1,
4381402,1,
303393560,6,
288743418,135,
296620182,1,
29667205,1,
5650162,1,
114419067,2,
227564034,2,
15696434,1,
233962999,4,
24496589,2,
158939844,1,
297512659,20,
59510879,3,
427170678,1,
174891991,17,
74130721,3,
130807240,0,
303963002,1,
122924743,4,
131748110,38,
472133267,0,
181447000,0,
370667624,5,
42815177,1,
52139139,0,
280578369,2,
46900709,4,
435389881,39,
156008533,19,
518309718,0,
341382455,10,
94302731,57,
189502014,10,
303533073,10,
63598456,18,
100665480,9,
169225525,14,
480673998,0,
337838521,4,
49676840,5,
218369769,0,
257553347,3,
484345280,0,
98770436,9,
21504159,32,
517818337,0,
161804725,0,
34150273,0,
233094602,7,
269182185,27,
235126408,19,
321365764,0,
332233977,32,
86666280,3,
42068344,3,
507235651,0,
29253527,19,
171068594,3,
47346692,3,
195984871,9,
492761265,0,
148171410,4,
58691587,2,
490997859,0,
43855091,9,
218369769,12,
63345781,72,
46443714,8,
35684204,2,
9018856,9,
38655722,9,
244662388,0,
184799302,8,
56566876,6,
78745434,13,
246127193,20,
25379608,2,
165159056,2,
396025101,19,
144246778,98,
343260975,27,
235126408,19,
343260722,26,
142900912,0,
337898918,0,
46428265,0,
17018818,1,
31936413,1,
302848100,1,
199825323,0,
240968897,7,
213641008,4,
509688153,0,
228108540,1,
12294610,12,
43826309,20,
494924266,0,
63993993,3,
321365764,0,
332233977,32,
94302731,57,
327891112,4,
492761265,0,
54600515,3,
128187313,0,
63345781,72,
173962342,11,
401959312,0,
16795060,3,
30324135,55,
78745434,13,
123834213,3,
45653968,0,
340922173,1,
343260629,27,
119191690,3,
195984871,9,
28089811,1,
72420229,1,
61729485,7,
333942571,22,
225756970,4,
225756970,4,
63571865,5,
111999576,10,
203632096,0,
35519960,6,
250240606,1,
228162180,3,
503029252,0,
494407911,0,
219626956,1,
104596362,1,
47350689,6,
2995964,13845814,
302841604,10,
480673998,0,
75139813,1,
497642788,0,
61184736,5,
179911926,23,
74022439,11,
32489578,1,
333942571,0,
94302731,57,
208140260,4,
41013044,25,
49474412,0,
30324135,55,
305354548,13,
55344665,3,
255338506,11,
269182185,27,
289319222,1,
269182185,27,
74535093,11,
530838288,0,
137039498,8,
316616431,1,
333942571,22,
198552582,10,
228138663,0,
328310500,0,
270442113,6,
48929159,2,
294322772,0,
396025101,19,
339104836,1,
169234249,3,
255338506,11,
343260789,27,
235126408,19,
235126408,19,
91750373,2,
184428313,8,
371116564,1,
501422627,0,
182723327,6,
492945056,0,
218179056,17,
26761196,1,
56653460,11,
208180651,1,
307068304,9,
145326080,23,
74535093,11,
203729083,2,
254667806,2,
56653460,11,
22033501,4,
415394351,41,
396033431,3,
34475322,2,
29543799,12,
163276166,9,
325810805,22,
301838181,1,
53118015,6,
509688153,0,
94302731,57,
184799302,8,
415394351,41,
102648387,7,
203551822,5,
30324135,55,
243075130,4,
158518748,20,
106357494,0,
341382455,10,
343260789,27,
67293077,11,
338696128,5,
138959233,9,
13465066,2,
20307199,3,
285517902,1,
95497775,3,
492761265,0,
47063863,1,
118290014,5,
300389692,8,
71883032,2,
152271580,18,
410766651,4,
85986633,2,
312861486,7,
137039498,8,
237789969,5,
314575051,0,
518840951,0,
288722179,8,
152802905,2,
177445547,98,
20384361,0,
484177511,0,
348256355,3,
180279177,4,
6504053,4,
230127032,5,
229071748,1,
229764247,1,
36172920,0,
140905275,4,
156974435,2,
221625584,32,
289980345,9,
415394351,0,
234243846,3,
303533073,10,
202197609,0,
30127235,11,
507703243,0,
492761265,0,
402307094,12,
183877565,0,
396944600,1,
183877565,27,
25370510,6,
46668906,0,
42244167,0,
114932477,1,
178158779,18,
294322772,10,
220149769,0,
208210870,5,
88049478,2,
467735692,0,
75580326,6,
214640453,0,
48076855,4,
225497544,4,
492761265,0,
239665052,6,
149419889,3,
333942571,0,
771694,8,
41013044,25,
62389310,13,
18132812,80,
78745434,13,
214640453,35,
269182185,27,
343260789,27,
235126408,19,
324780799,3,
57343201,1,
199874031,0,
195984871,9,
492761265,0,
325747621,0,
18776800,18,
49971425,2,
240968897,7,
522870787,0,
333942571,22,
63345781,72,
63598456,0,
13808965,0,
340430395,32,
42815177,0,
509688153,0,
202197609,19,
53118784,0,
294322772,10,
34150273,0,
271703741,14,
152271580,18,
30883070,0,
34155786,0,
30127235,11,
40176986,15,
447970577,0,
75565461,2,
69158380,2,
100098226,2,
145326080,0,
321365764,0,
294212985,6,
498173616,0,
518309718,0,
286188033,36,
240104467,25,
211278290,9,
34735989,0,
331685051,4,
46373540,1,
340430395,0,
4838043,54,
509688153,0,
218369769,12,
81127402,2,
228138663,9,
287730845,0,
152271580,18,
43826309,20,
8142772,11,
340740878,11,
343260722,26,
343260789,0,
331685051,4,
161665344,3,
191116680,7,
35258613,21,
93851602,5,
143235370,8,
79010327,3,
211851828,13,
497996834,0,
401959312,19,
162771794,1,
71883032,2,
224115527,1,
173962342,11,
294322772,10,
202051749,4,
419291612,6,
361274415,8,
70755252,0,
214640453,0,
38919757,0,
42244167,1,
226449713,2,
164066387,0,
300389692,8,
345524896,10,
276966400,0,
38655722,9,
110379659,18,
507585442,0,
271703741,14,
45966303,5,
408661136,8,
292213127,0,
30324135,14,
343260722,26,
343260629,27,
343260722,26,
294205299,9,
29966538,42,
305151646,3,
83681219,1,
28340699,3,
44129333,3,
200518670,0,
131748110,38,
35258613,21,
29341016,0,
34561184,8,
36396507,6,
36396507,6,
161213332,64,
257922324,3,
17228309,0,
221304985,5,
17736560,9,
402335966,0,
415394351,41,
230604374,0,
436613750,3,
254667806,2,
74022439,11,
341382455,10,
324782532,1,
343260789,27,
151970670,0,
76275071,2,
67133389,4,
219597222,0,
288722179,8,
179911926,23,
372593505,2,
177445547,98,
43751877,8,
21308920,1,
523793773,0,
484345966,0,
94302731,57,
244662388,0,
302228906,20,
140905275,4,
184799302,8,
511345919,0,
415394351,41,
287730845,0,
394503303,9,
233094602,7,
310085533,0,
343260629,27,
80132520,1,
93216991,7,
144708006,2,
341756582,1,
4838043,54,
61729485,7,
74022439,11,
418812057,0,
302228906,20,
395621107,1,
16795060,3,
178158779,18,
98770436,9,
43826309,0,
340740878,11,
441982353,0,
70182255,2,
262399431,0,
1160146,4,
233094602,7,
279344224,3,
343260722,26,
93216991,7,
507235651,0,
313739784,0,
223273140,1,
518840951,0,
169225525,14,
199545766,0,
177445547,98,
2931434,1,
152530154,2,
492932505,0,
332233977,32,
302228906,20,
36879269,1,
140905275,4,
504729817,0,
102648387,7,
325779516,8,
246127193,20,
230604374,0,
517316094,0,
136876983,7,
512116873,0,
343260789,27,
349272614,10,
210252612,7,
43303538,0,
195984871,9,
82937453,0,
501422627,0,
169225525,14,
42244167,0,
321813721,5,
131748110,38,
311979642,6,
432956453,0,
16894613,5,
771694,8,
178319983,9,
143706131,4,
78170742,10,
342971176,39,
12294610,12,
14060843,3,
203551822,5,
228138663,9,
314358745,0,
215652158,2,
215652158,2,
219636782,0,
86339630,10,
112031940,0,
343260722,26,
343260975,27,
343260789,27,
485730447,0,
24575613,10,
32017072,8,
462986295,0,
63215120,18,
525576973,0,
130807240,0,
20384361,31,
22937529,14,
187539713,3,
4628985,2,
41514146,0,
308376590,3,
260079173,6,
17738768,1,
196186591,0,
63979569,2,
309364369,2,
32044025,20,
34106626,2,
27277381,0,
322223428,1,
30654608,11,
51070968,7,
103274818,1,
375082039,2,
142217983,4,
273658759,13,
262595111,26,
770979,1,
2165178,7,
48258166,2,
698055,1,
424633472,3,
158191230,1,
3921786,0,
42083657,1,
42383553,1,
1649428,0,
43223187,2,
31078442,13,
194398697,0,
97777185,24,
237686308,0,
405590972,0,
69778408,6,
180899424,2,
6428755,2,
133239936,6,
508364,2,
19985328,1,
68077754,1,
65685778,0,
30849725,1,
56617821,1,
5949199,1,
457724220,0,
143981600,1,
18896932,1,
71369879,0,
4010627,3,
5167476,2,
17221001,1,
475829321,0,
82430885,1,
294207072,2,
3426046,2,
22716983,1,
24122779,9,
50396723,18,
151337021,1,
10202618,335,
103195074,1,
335994135,2,
56485360,0,
112606579,1,
304737109,7,
351564043,7,
21868614,6,
846505,64,
23459764,5,
220222963,1,
146226441,32,
126772106,3,
14720783,4,
27240047,1,
63979569,2,
1684087,35,
19194757,3,
101293415,2,
174078736,0,
158441459,1,
28747663,1,
75617328,2,
69391731,1,
27061226,2,
17718736,1,
471163193,0,
82329751,5,
12742095,18,
21382885,4,
425022409,2,
237418707,6,
187539713,3,
225820853,1,
188606306,0,
536040838,0,
69111021,3,
5867364,1,
13850608,2,
85882432,0,
8554197,3,
136198953,0,
32759390,1,
14761152,9,
16925504,3,
135234574,1,
351564043,7,
9324394,1,
121229837,1,
23310500,11,
1017287,2,
18884214,4,
255601789,13,
31814201,2,
234904720,7,
75125810,1,
22868073,42,
919544,1,
516206,6,
4629110,3,
84721968,9,
489345524,0,
120152430,2,
431024132,1,
365669750,1,
318276587,1,
30588104,0,
9009104,1,
29832197,0,
240647362,3,
7308152,1,
113980630,0,
276534693,3,
108760072,2,
141166875,2,
212132583,3,
64673985,1,
69780025,0,
47176541,0,
18946002,1,
95945877,1,
6540835,14,
88357720,11,
203995284,0,
44187629,8,
114408617,1,
223855077,36,
266159976,13,
154099470,1,
351406907,2,
38195238,9,
95941458,3,
421123206,16,
162945098,1,
4924637,1,
410554016,1,
1304211,0,
39869023,1,
1684087,31,
269243315,166,
9702328,1,
196186591,0,
285518432,1,
182314733,4,
3186285,1,
37514178,18,
785826,132,
15779976,4,
27998605,3,
262595111,26,
40813523,1,
33614773,0,
226574539,4,
249297,1,
3069630,3,
66502522,2,
119983675,5,
269881723,2,
276576885,1,
91382765,2,
172196038,1,
396395487,1,
98057331,0,
223534055,1,
90485804,1,
6671943,3,
38459934,505,
18483787,13,
224396348,0,
419232695,0,
191972966,0,
92179542,1,
309364369,2,
29938723,2,
80603071,8,
77336854,2,
372600166,3,
288671055,2,
846505,64,
85825104,1,
90102218,1,
505429897,4,
11078981,0,
370750174,5,
26753094,8,
34739709,0,
37093240,3,
478158693,0,
69115438,2,
4916259,1,
207578246,2,
310223515,4,
150634464,1,
71184059,2,
78361743,1,
452434854,0,
4010627,3,
292730860,1,
31422369,1,
23579569,1,
76133467,0,
518609217,0,
235652594,2,
785826,132,
30654608,11,
55442,18,
23878551,0,
247991393,0,
83038230,2,
38195238,9,
22937529,14,
432507705,5,
230652874,5,
200186788,0,
10663375,1,
69219751,0,
106739849,1,
154268543,2,
16083796,1,
15531498,1,
2451557,1,
22929016,1,
113701340,5,
22286472,1,
25852486,1,
66631663,8,
65261182,1,
422651135,1,
468287,1,
216448628,1,
123137842,0,
11463589,1,
393894868,1,
488305580,0,
486394301,0,
105087986,0,
507295418,0,
291424503,2,
515097756,0,
348770657,1,
41863823,1,
185208324,1,
94071526,11,
55820635,1,
138365895,1,
1684087,35,
864492,0,
401125255,5,
250931206,7,
12665126,3,
526270610,0,
4670700,1,
114344363,7,
31814201,2,
103779581,2,
301014754,28,
128745036,5,
77548208,5,
533329936,0,
195095,13,
316158731,1,
94071526,11,
302087197,1,
21267452,0,
35499709,2,
22932234,7,
143385147,1,
33649161,4,
471150746,0,
30753730,12,
129936208,2,
108849239,1,
207649490,1,
56100313,3,
2854730,1,
47406077,1,
785826,132,
68523791,1,
339842916,33,
51469580,2,
415294728,0,
532251015,0,
120152430,2,
109263412,3,
5255538,0,
159077685,0,
20743874,0,
43634586,1,
227359503,0,
28180980,3,
339697967,2,
138551994,2,
234998999,1,
30753730,12,
129010687,1,
55430413,4,
6948229,2,
301014754,28,
94071526,11,
31648167,1,
301014754,28,
69432,6,
218397574,1,
150481310,6,
532435923,0,
50542185,1,
262595111,26,
285628029,23,
151771343,1,
422604123,0,
269017585,0,
518093894,0,
46742871,0,
214977420,0,
50332082,27,
37326356,1,
135029869,3,
88357720,11,
495595032,0,
122062284,4,
342457783,14,
124466393,1,
47674029,0,
685702,0,
46658478,0,
4068231,3,
141893978,1,
141700465,1,
22459555,0,
6893345,2,
56999877,1,
208135580,0,
70715008,1,
185239349,1,
258963573,1,
339842916,33,
148787014,1,
11079714,1,
18483787,13,
170411850,1,
262595111,26,
846505,64,
88031268,1,
125219844,0,
4356799,14,
23310500,11,
178473296,0,
61369802,2,
384692318,0,
53023793,1,
6835377,0,
130961275,1,
9796268,1,
95622196,1,
534314230,0,
303001589,0,
293480306,0,
53144997,2,
193568041,0,
44964154,0,
230269687,1,
130331704,0,
9815163,3,
386402738,6,
372403926,2,
8001517,1,
19262632,0,
114344363,7,
123245799,1,
254096899,0,
535903379,0,
149273127,5,
1409949,0,
508306690,0,
246277935,1,
70945480,1,
93939378,9,
11897371,1,
381313504,0,
83812170,1,
503048599,0,
292527083,4,
337780563,0,
452434854,0,
260079173,6,
8702985,11,
249094278,1,
27590232,4,
13569432,2,
142041828,1,
225137954,2,
26753094,8,
7293853,3,
13777341,3,
29456355,1,
391154279,1,
128463436,3,
66274966,5,
372725215,7,
37905670,14,
535211618,0,
89412705,0,
6893345,0,
191280241,0,
74376784,1,
101520942,1,
24374961,1,
318182741,1,
102240988,1,
264468,0,
9669365,5,
337072335,11,
240599114,5,
71876108,1,
83380695,1,
25660537,3,
223518400,1,
213612,21,
141711144,0,
11627383,1,
43488381,0,
7450351,1,
285720137,1,
94329799,3,
8976677,2,
32289539,0,
80202988,2,
252804960,0,
125608964,1,
381313504,0,
380807998,1,
7858163,17,
10352387,10,
172682372,2,
132861729,5,
92635593,3,
141922714,0,
231697659,1,
31146334,2,
40129122,0,
66502522,2,
13457429,0,
143181264,1,
254676587,2,
217242961,1,
3225688,5,
435126944,1,
189669755,4,
30284623,1,
301014754,28,
422231688,0,
281410778,0,
6397676,1,
266159976,13,
203561104,4,
20411486,3,
157395429,1,
126506187,0,
30454907,0,
174661737,0,
54422135,60,
25660537,3,
529013700,0,
5819896,5,
119983675,5,
164702935,1,
91050252,1,
45029633,1,
269243315,166,
496268,2,
6856006,7,
107325229,1,
12621649,1,
23518355,3,
23518355,7,
126972141,2,
8277300,1,
443351231,0,
335336828,0,
471216887,0,
193831211,0,
477335509,0,
399456076,1,
72512855,0,
515493328,0,
425864013,0,
188310727,164,
25117311,0,
467764360,0,
14211907,0,
473042959,0,
96458589,3,
3109637,0,
17417202,80,
463347801,0,
71908603,1,
407804837,0,
320873559,0,
470181536,0,
478354960,0,
418671655,0,
90755054,0,
467764360,0,
245909896,0,
61691979,0,
416448026,0,
42819515,0,
320034797,0,
143893056,77,
167648591,0,
473042959,0,
10551173,14,
220038032,0,
48598305,0,
273966362,0,
484360708,0,
415941848,0,
432816779,2,
121608401,0,
74933177,0,
496809396,0,
174303713,0,
46409348,0,
221530395,884,
293601256,160,
388489360,0,
229202667,0,
10551173,0,
235529062,0,
220038032,148,
362873365,0,
199211194,0,
39571602,1,
399451600,0,
443351231,0,
362873365,0,
74933177,556,
431795568,0,
382435747,11,
491623750,0,
385681640,0,
467764360,0,
72970894,0,
494246264,0,
277557170,0,
156562805,70,
477786033,0,
474505302,0,
47122931,0,
16011104,0,
426880950,0,
430029301,22,
69652075,0,
367604156,73,
199963617,0,
50966510,0,
156562805,70,
362873365,0,
221530395,0,
495106714,0,
167648591,289,
491127141,0,
149980127,1,
37128433,0,
188310727,164,
16121555,156,
245909896,0,
463654451,0,
505914278,0,
523608041,0,
494606982,0,
337395974,45,
451226310,0,
402191311,938,
430375639,21,
490909810,0,
491127141,0,
